title,description,content,source,published_at,label,text_combined
Former Sri Lankan President Ranil Wickremesinghe shifted to prison hospital following remand,"Ranil Wickremesinghe was admitted to the prison hospital as his blood sugar and blood pressure levels were high, prison spokesman Jagath Weerasinghe said in Colombo","Ranil Wickremesinghe was admitted to the prison hospital as his blood sugar and blood pressure levels were high, prison spokesman Jagath Weerasinghe said in Colombo",MediaStack,,1,"Former Sri Lankan President Ranil Wickremesinghe shifted to prison hospital following remand Ranil Wickremesinghe was admitted to the prison hospital as his blood sugar and blood pressure levels were high, prison spokesman Jagath Weerasinghe said in Colombo"
"Over 2.72 lakh volunteers clean close to 11,000 religious centres during Independence Day cleanliness initiative of SDKDRP","Sri Kshetra Dharmasthala Rural Development Project has been undertakng cleanliness campaign twice a year, Makars Sankranthi and Independence Day, since nine years","Sri Kshetra Dharmasthala Rural Development Project has been undertakng cleanliness campaign twice a year, Makars Sankranthi and Independence Day, since nine years",MediaStack,,1,"Over 2.72 lakh volunteers clean close to 11,000 religious centres during Independence Day cleanliness initiative of SDKDRP Sri Kshetra Dharmasthala Rural Development Project has been undertakng cleanliness campaign twice a year, Makars Sankranthi and Independence Day, since nine years"
"Meet man, son of a farmer, whose mother suffered brain hemorrhage, cracked JEE Main with 98.555 percentile, he is…","Sujit's father had taken out a loan to send him to Kota to attend coaching classes. In the meantime, his mother's health had been declining.","Sujit's father had taken out a loan to send him to Kota to attend coaching classes. In the meantime, his mother's health had been declining.",MediaStack,,1,"Meet man, son of a farmer, whose mother suffered brain hemorrhage, cracked JEE Main with 98.555 percentile, he is… Sujit's father had taken out a loan to send him to Kota to attend coaching classes. In the meantime, his mother's health had been declining."
WATCH: Babar Azam showcase his versatility in batting after getting snubbed form Asia Cup 2025,"Babar Azam, dropped from Asia Cup 2025, impressed fans with a viral practice video showcasing his batting versatility. Can his determination secure a strong comeback for Pakistan?","Babar Azam, dropped from Asia Cup 2025, impressed fans with a viral practice video showcasing his batting versatility. Can his determination secure a strong comeback for Pakistan?",MediaStack,,1,"WATCH: Babar Azam showcase his versatility in batting after getting snubbed form Asia Cup 2025 Babar Azam, dropped from Asia Cup 2025, impressed fans with a viral practice video showcasing his batting versatility. Can his determination secure a strong comeback for Pakistan?"
"Sanjay Dutt once proposed marriage to THIS actress in front of mom Nargis and then…, her name is…, not Madhuri Dixit, Tina Ambani, Maanayata Dutt","Sanjay Dutt, son of veteran actors Sunil Dutt and Nargis Dutt, has carved a special in the hearts of audiences with his powerful screen-presence and captivating avatar. However, not many know about a cute and innocent tale from his childhood-when he told this iconic actress that he wanted to marry her!","Sanjay Dutt, son of veteran actors Sunil Dutt and Nargis Dutt, has carved a special in the hearts of audiences with his powerful screen-presence and captivating avatar. However, not many know about a cute and innocent tale from his childhood-when he told this iconic actress that he wanted to marry her!",MediaStack,,1,"Sanjay Dutt once proposed marriage to THIS actress in front of mom Nargis and then…, her name is…, not Madhuri Dixit, Tina Ambani, Maanayata Dutt Sanjay Dutt, son of veteran actors Sunil Dutt and Nargis Dutt, has carved a special in the hearts of audiences with his powerful screen-presence and captivating avatar. However, not many know about a cute and innocent tale from his childhood-when he told this iconic actress that he wanted to marry her!"
Complaint against woman for filming Instagram reels at Guruvayur Temple pond,"The accused, identified as Jasmin Jaffar, reportedly shot videos on the temple’s sacred pond steps, where rituals like aarattu are held, and in the temple corridors, before posting them on Instagram","The accused, identified as Jasmin Jaffar, reportedly shot videos on the temple’s sacred pond steps, where rituals like aarattu are held, and in the temple corridors, before posting them on Instagram",MediaStack,,1,"Complaint against woman for filming Instagram reels at Guruvayur Temple pond The accused, identified as Jasmin Jaffar, reportedly shot videos on the temple’s sacred pond steps, where rituals like aarattu are held, and in the temple corridors, before posting them on Instagram"
"Bodoland lottery result today(23-08-2025): Assam state lucky draw result(soon); Check winners list, ticket number","Bodoland Lottery Result Today LIVE Updates for August 23, 2025: The Bodoland Lottery Department will declare the Bodoland Lottery Result today, August 23, 2025, at 3:00 PM.","Bodoland Lottery Result Today LIVE Updates for August 23, 2025: The Bodoland Lottery Department will declare the Bodoland Lottery Result today, August 23, 2025, at 3:00 PM.",MediaStack,,1,"Bodoland lottery result today(23-08-2025): Assam state lucky draw result(soon); Check winners list, ticket number Bodoland Lottery Result Today LIVE Updates for August 23, 2025: The Bodoland Lottery Department will declare the Bodoland Lottery Result today, August 23, 2025, at 3:00 PM."
"‘Param Sundari’ row: When Bollywood went beyond ‘mullapoo’, Mohiniyattam and ‘laal colour ki sari’ to represent Malayalis","Jahnvi Kapoor’s Malayali character in ‘Param Sundari’, Thekkapetta Sundari Damodaran Pillai, is the latest addition to the list of misrepresented characters from Kerala","Jahnvi Kapoor’s Malayali character in ‘Param Sundari’, Thekkapetta Sundari Damodaran Pillai, is the latest addition to the list of misrepresented characters from Kerala",MediaStack,,1,"‘Param Sundari’ row: When Bollywood went beyond ‘mullapoo’, Mohiniyattam and ‘laal colour ki sari’ to represent Malayalis Jahnvi Kapoor’s Malayali character in ‘Param Sundari’, Thekkapetta Sundari Damodaran Pillai, is the latest addition to the list of misrepresented characters from Kerala"
"Two killed in rain-related incidents in Jammu & Kashmir’s Reasi, Kathua districts","“Shahbaz Ahmad lost his life and two others were injured when their truck came under a landslide triggered by rains near Malai Nallah in the Mahore area of Reasi district,” officials said","“Shahbaz Ahmad lost his life and two others were injured when their truck came under a landslide triggered by rains near Malai Nallah in the Mahore area of Reasi district,” officials said",MediaStack,,1,"Two killed in rain-related incidents in Jammu & Kashmir’s Reasi, Kathua districts “Shahbaz Ahmad lost his life and two others were injured when their truck came under a landslide triggered by rains near Malai Nallah in the Mahore area of Reasi district,” officials said"
J&K Govt begins process of taking over 215 schools linked to banned Jamaat-e-Islami,The process follows after the School Education Department ordered the takeover of the schools affiliated with JeI and its Falah-e-Aam Trust,The process follows after the School Education Department ordered the takeover of the schools affiliated with JeI and its Falah-e-Aam Trust,MediaStack,,1,J&K Govt begins process of taking over 215 schools linked to banned Jamaat-e-Islami The process follows after the School Education Department ordered the takeover of the schools affiliated with JeI and its Falah-e-Aam Trust
Thunderstorms trigger widespread downpour across Chennai and surrounding areas,"The RMC has forecast light to moderate rain for Chennai, adjoining districts, Nagapattinam, and Ramanathapuram till Saturday afternoon","The RMC has forecast light to moderate rain for Chennai, adjoining districts, Nagapattinam, and Ramanathapuram till Saturday afternoon",MediaStack,,1,"Thunderstorms trigger widespread downpour across Chennai and surrounding areas The RMC has forecast light to moderate rain for Chennai, adjoining districts, Nagapattinam, and Ramanathapuram till Saturday afternoon"
India extends airspace closure for Pakistan planes till September 24,"Following the Pahalgam terror attack on April 22, India closed its airspace for planes operated, owned or leased by Pakistan airlines and operators, including military flights","Following the Pahalgam terror attack on April 22, India closed its airspace for planes operated, owned or leased by Pakistan airlines and operators, including military flights",MediaStack,,1,"India extends airspace closure for Pakistan planes till September 24 Following the Pahalgam terror attack on April 22, India closed its airspace for planes operated, owned or leased by Pakistan airlines and operators, including military flights"
T.N. government to frame guidelines for child witnesses to gruesome crimes after Madras High Court’s intervention,Justices M.S. Ramesh and V. Lakshminarayanan were disturbed by a case involving an eight-year-old girl who had witnessed her mother’s body being dismembered by her uncle,Justices M.S. Ramesh and V. Lakshminarayanan were disturbed by a case involving an eight-year-old girl who had witnessed her mother’s body being dismembered by her uncle,MediaStack,,1,T.N. government to frame guidelines for child witnesses to gruesome crimes after Madras High Court’s intervention Justices M.S. Ramesh and V. Lakshminarayanan were disturbed by a case involving an eight-year-old girl who had witnessed her mother’s body being dismembered by her uncle
"Deep space exploration next, prepare for it: PM Modi tells scientists on National Space Day","In a video address on the National Space Day, Mr. Modi announced that India was preparing to set up a pool of astronauts for future missions and urged the youth to be part of this group","In a video address on the National Space Day, Mr. Modi announced that India was preparing to set up a pool of astronauts for future missions and urged the youth to be part of this group",MediaStack,,1,"Deep space exploration next, prepare for it: PM Modi tells scientists on National Space Day In a video address on the National Space Day, Mr. Modi announced that India was preparing to set up a pool of astronauts for future missions and urged the youth to be part of this group"
"Andhra GoM to examine proposal to enhance retirement age of employees of PSUs, Corporations to 62 ","The GoM has been asked to submit its recommendations at an early date to enable the government to pursue the matter, as per the G.O issued by Chief Secretary K. Vijayanand","The GoM has been asked to submit its recommendations at an early date to enable the government to pursue the matter, as per the G.O issued by Chief Secretary K. Vijayanand",MediaStack,,1,"Andhra GoM to examine proposal to enhance retirement age of employees of PSUs, Corporations to 62  The GoM has been asked to submit its recommendations at an early date to enable the government to pursue the matter, as per the G.O issued by Chief Secretary K. Vijayanand"
Uttarakhand flash floods LIVE: Army launches relief operations in rain-battered Chamoli district,Two missing after heavy rain floods Tharali town in Chamoli district; homes washed away and roads closed,Two missing after heavy rain floods Tharali town in Chamoli district; homes washed away and roads closed,MediaStack,,1,Uttarakhand flash floods LIVE: Army launches relief operations in rain-battered Chamoli district Two missing after heavy rain floods Tharali town in Chamoli district; homes washed away and roads closed
U.S. Defence Secretary Hegseth fires top military officials over Iran intelligence assessment,"Trump administration fired head of the U.S. Defence Intelligence Agency Lt General Jeffrey Kruse, Vice Adm Nancy Lacore and Rear Adm Milton Sands","Trump administration fired head of the U.S. Defence Intelligence Agency Lt General Jeffrey Kruse, Vice Adm Nancy Lacore and Rear Adm Milton Sands",MediaStack,,1,"U.S. Defence Secretary Hegseth fires top military officials over Iran intelligence assessment Trump administration fired head of the U.S. Defence Intelligence Agency Lt General Jeffrey Kruse, Vice Adm Nancy Lacore and Rear Adm Milton Sands"
Dharmasthala case: SIT arrests complainant for perjury,"The SIT arrested complainant on Saturday (August 23, 2025) morning and was taken in a vehicle for production before the jurisdictional court in Belthangady","The SIT arrested complainant on Saturday (August 23, 2025) morning and was taken in a vehicle for production before the jurisdictional court in Belthangady",MediaStack,,1,"Dharmasthala case: SIT arrests complainant for perjury The SIT arrested complainant on Saturday (August 23, 2025) morning and was taken in a vehicle for production before the jurisdictional court in Belthangady"
"Messi will come to Kerala, State Sports Minister makes yet another U-turn","Unlike previous announcements, which drew criticism when later retracted, this time the statement was accompanied confirmation from the Argentina Football Association (AFA)","Unlike previous announcements, which drew criticism when later retracted, this time the statement was accompanied confirmation from the Argentina Football Association (AFA)",MediaStack,,1,"Messi will come to Kerala, State Sports Minister makes yet another U-turn Unlike previous announcements, which drew criticism when later retracted, this time the statement was accompanied confirmation from the Argentina Football Association (AFA)"
New police station inaugurated at Moulivakkam,New police station inaugurated at Moulivakkam,New police station inaugurated at Moulivakkam,MediaStack,,1,New police station inaugurated at Moulivakkam New police station inaugurated at Moulivakkam
"Chennai police’s senior citizen helplines get 3,433 calls so far this year","Chennai police’s senior citizen helplines get 3,433 calls so far this year","Chennai police’s senior citizen helplines get 3,433 calls so far this year",MediaStack,,1,"Chennai police’s senior citizen helplines get 3,433 calls so far this year Chennai police’s senior citizen helplines get 3,433 calls so far this year"
Delhi High Court questions restaurant service charge; says customers already pay above MRP for ‘experience’,"A Bench of Chief Justice Devendra Kumar Upadhyaya and Justice Tushar Rao Gedela posed the query to the counsel representing the associations for hotels and restaurant, who moved court against a single judge’s order","A Bench of Chief Justice Devendra Kumar Upadhyaya and Justice Tushar Rao Gedela posed the query to the counsel representing the associations for hotels and restaurant, who moved court against a single judge’s order",MediaStack,,1,"Delhi High Court questions restaurant service charge; says customers already pay above MRP for ‘experience’ A Bench of Chief Justice Devendra Kumar Upadhyaya and Justice Tushar Rao Gedela posed the query to the counsel representing the associations for hotels and restaurant, who moved court against a single judge’s order"
"Cloudburst in Uttarakhand’s Chamoli LIVE: Several feared missing, houses swept away, key roads blocked, rescue efforts intensify","Several people are feared missing after a cloudburst hit Chamoli district in Uttarakhand on Friday night, sending debris rushing through homes and buildings. Officials said the Tharali market area and the Tharali tehsil complex were badly affected, with debris covering many places. Homes, shops, vehicles, and even the official residence of the Sub-Divisional Magistrate (SDM) [&#8230;]","Several people are feared missing after a cloudburst hit Chamoli district in Uttarakhand on Friday night, sending debris rushing through homes and buildings. Officials said the Tharali market area and the Tharali tehsil complex were badly affected, with debris covering many places. Homes, shops, vehicles, and even the official residence of the Sub-Divisional Magistrate (SDM) [&#8230;]",MediaStack,,1,"Cloudburst in Uttarakhand’s Chamoli LIVE: Several feared missing, houses swept away, key roads blocked, rescue efforts intensify Several people are feared missing after a cloudburst hit Chamoli district in Uttarakhand on Friday night, sending debris rushing through homes and buildings. Officials said the Tharali market area and the Tharali tehsil complex were badly affected, with debris covering many places. Homes, shops, vehicles, and even the official residence of the Sub-Divisional Magistrate (SDM) [&#8230;]"
Chennai Corporation conservancy worker electrocuted in Kannagi Nagar TNUHDB complex,"Kannagi Nagar residents have repeatedly complained about live electric cables posing a danger to the 11th cross street, but no action has been taken, according to Ward 196 councillor K. Ashwini Karuna","Kannagi Nagar residents have repeatedly complained about live electric cables posing a danger to the 11th cross street, but no action has been taken, according to Ward 196 councillor K. Ashwini Karuna",MediaStack,,1,"Chennai Corporation conservancy worker electrocuted in Kannagi Nagar TNUHDB complex Kannagi Nagar residents have repeatedly complained about live electric cables posing a danger to the 11th cross street, but no action has been taken, according to Ward 196 councillor K. Ashwini Karuna"
"Tourist bus, with Indians aboard, crashes while returning to New York City from Niagara Falls, 5 killed, several injured","The driver apparently became distracted, lost control and overcorrected before the bus went into the right shoulder and flipped over.","The driver apparently became distracted, lost control and overcorrected before the bus went into the right shoulder and flipped over.",MediaStack,,1,"Tourist bus, with Indians aboard, crashes while returning to New York City from Niagara Falls, 5 killed, several injured The driver apparently became distracted, lost control and overcorrected before the bus went into the right shoulder and flipped over."
Wall Street Week Ahead: Investors zero in on Nvidia results as US tech stocks waver,Nvidia's earnings are a key test for the AI market. Tech stocks recently declined. Nvidia's results will impact the tech sector and overall market. Investors are watching closely. Nvidia's growth has fueled AI excitement. Analysts cite AI industry developments as reasons for caution. Economic data and consumer sentiment will also be in focus.,Nvidia's earnings are a key test for the AI market. Tech stocks recently declined. Nvidia's results will impact the tech sector and overall market. Investors are watching closely. Nvidia's growth has fueled AI excitement. Analysts cite AI industry developments as reasons for caution. Economic data and consumer sentiment will also be in focus.,MediaStack,,1,Wall Street Week Ahead: Investors zero in on Nvidia results as US tech stocks waver Nvidia's earnings are a key test for the AI market. Tech stocks recently declined. Nvidia's results will impact the tech sector and overall market. Investors are watching closely. Nvidia's growth has fueled AI excitement. Analysts cite AI industry developments as reasons for caution. Economic data and consumer sentiment will also be in focus.
"This is India’s smallest state, one can travel from one end to other in just few hours, total area is…; not Sikkim, Tripura, Manipur, place is…",The smallest state in India is Goa.,The smallest state in India is Goa.,MediaStack,,1,"This is India’s smallest state, one can travel from one end to other in just few hours, total area is…; not Sikkim, Tripura, Manipur, place is… The smallest state in India is Goa."
‘Their stories become…’: RCB management breaks silence on stampede at Chinnaswamy Stadium after IPL 2025 win,"RCB’s historic IPL 2025 win turned tragic after a stampede at Chinnaswamy Stadium. Management acknowledged fans’ legacy, promising remembrance. Will this sorrow forever remain part of RCB’s glorious triumph?","RCB’s historic IPL 2025 win turned tragic after a stampede at Chinnaswamy Stadium. Management acknowledged fans’ legacy, promising remembrance. Will this sorrow forever remain part of RCB’s glorious triumph?",MediaStack,,1,"‘Their stories become…’: RCB management breaks silence on stampede at Chinnaswamy Stadium after IPL 2025 win RCB’s historic IPL 2025 win turned tragic after a stampede at Chinnaswamy Stadium. Management acknowledged fans’ legacy, promising remembrance. Will this sorrow forever remain part of RCB’s glorious triumph?"
Friday briefing: Is Israel’s plan for Gaza City a full-scale assault – or political theatre? - The Guardian,"Friday briefing: Is Israel’s plan for Gaza City a full-scale assault – or political theatre?&nbsp;&nbsp;The GuardianGaza City will be razed if Hamas does not agree our terms, Israel minister says&nbsp;&nbsp;BBCIsrael pounds Gaza City as military takes first moves in offensive&nbsp;&nbsp;The HinduIsraeli PM Netanyahu approves Gaza City seizure despite ceasefire talks&nbsp;&nbsp;Al Jazeera""Gates Of Hell Will Open"": Israel's Warning To Hamas Before Gaza City Takeover&nbsp;&nbsp;NDTV","Friday briefing: Is Israel’s plan for Gaza City a full-scale assault – or political theatre?&nbsp;&nbsp;The GuardianGaza City will be razed if Hamas does not agree our terms, Israel minister says&nbsp;&nbsp;BBCIsrael pounds Gaza City as military takes first moves in offensive&nbsp;&nbsp;The HinduIsraeli PM Netanyahu approves Gaza City seizure despite ceasefire talks&nbsp;&nbsp;Al Jazeera""Gates Of Hell Will Open"": Israel's Warning To Hamas Before Gaza City Takeover&nbsp;&nbsp;NDTV",MediaStack,,1,"Friday briefing: Is Israel’s plan for Gaza City a full-scale assault – or political theatre? - The Guardian Friday briefing: Is Israel’s plan for Gaza City a full-scale assault – or political theatre?&nbsp;&nbsp;The GuardianGaza City will be razed if Hamas does not agree our terms, Israel minister says&nbsp;&nbsp;BBCIsrael pounds Gaza City as military takes first moves in offensive&nbsp;&nbsp;The HinduIsraeli PM Netanyahu approves Gaza City seizure despite ceasefire talks&nbsp;&nbsp;Al Jazeera""Gates Of Hell Will Open"": Israel's Warning To Hamas Before Gaza City Takeover&nbsp;&nbsp;NDTV"
"Shubman Gill to become all format captain, BCCI’s plan for Shreyas Iyer is to…","Shubman Gill emerges as India’s all-format captain choice, while BCCI’s roadmap for Shreyas Iyer sparks curiosity. What future role does the board envision for Iyer in Indian cricket?","Shubman Gill emerges as India’s all-format captain choice, while BCCI’s roadmap for Shreyas Iyer sparks curiosity. What future role does the board envision for Iyer in Indian cricket?",MediaStack,,1,"Shubman Gill to become all format captain, BCCI’s plan for Shreyas Iyer is to… Shubman Gill emerges as India’s all-format captain choice, while BCCI’s roadmap for Shreyas Iyer sparks curiosity. What future role does the board envision for Iyer in Indian cricket?"
Special Vizag-Bengaluru trains to clear festive rush,"The trains will halt at at Anakapalli, Yelamanchili, Samalkot, Rajahmundry, Eluru, Vijayawada, Ongole, Nellore, Gudur, Renigunta, Katapadi, Jolarpetai, Kuppam, Bangarpet and Krishnarajapuram","The trains will halt at at Anakapalli, Yelamanchili, Samalkot, Rajahmundry, Eluru, Vijayawada, Ongole, Nellore, Gudur, Renigunta, Katapadi, Jolarpetai, Kuppam, Bangarpet and Krishnarajapuram",MediaStack,,1,"Special Vizag-Bengaluru trains to clear festive rush The trains will halt at at Anakapalli, Yelamanchili, Samalkot, Rajahmundry, Eluru, Vijayawada, Ongole, Nellore, Gudur, Renigunta, Katapadi, Jolarpetai, Kuppam, Bangarpet and Krishnarajapuram"
GVMC Council passes resolution against ‘privatisation’ of Vizag Steel Plant,"All 98 corporators, irrespective of their political affiliations, unanimously support the move; EoI for 44 wings of the plant is not for privatisation, says BJP MLA","All 98 corporators, irrespective of their political affiliations, unanimously support the move; EoI for 44 wings of the plant is not for privatisation, says BJP MLA",MediaStack,,1,"GVMC Council passes resolution against ‘privatisation’ of Vizag Steel Plant All 98 corporators, irrespective of their political affiliations, unanimously support the move; EoI for 44 wings of the plant is not for privatisation, says BJP MLA"
HRF condemns govt.’s ‘renewed push’ to privatise Visakhaptnam Steel Plant,"Calling EoI for operation and maintenance of 34 critical wings of VSP is an indication towards dismantling the public sector character of the plant, it says","Calling EoI for operation and maintenance of 34 critical wings of VSP is an indication towards dismantling the public sector character of the plant, it says",MediaStack,,1,"HRF condemns govt.’s ‘renewed push’ to privatise Visakhaptnam Steel Plant Calling EoI for operation and maintenance of 34 critical wings of VSP is an indication towards dismantling the public sector character of the plant, it says"
"Vizag SEZ records exports of ₹58,565 crore in Q1 of this fiscal","Service exports were put at ₹42,766 crore while the merchandise exports were pegged at ₹15,799 crore","Service exports were put at ₹42,766 crore while the merchandise exports were pegged at ₹15,799 crore",MediaStack,,1,"Vizag SEZ records exports of ₹58,565 crore in Q1 of this fiscal Service exports were put at ₹42,766 crore while the merchandise exports were pegged at ₹15,799 crore"
‘P4’ programme launched at Chippada,‘P4’ programme launched at Chippada,‘P4’ programme launched at Chippada,MediaStack,,1,‘P4’ programme launched at Chippada ‘P4’ programme launched at Chippada
"Back from the dead, Vizag waterbodies piece together a fragile ecology","Visakhapatnam Metropolitan Region Development Authority has embarked upon an ambitious project to revive waterbodies under its jurisdiction that had been lost owing to urbanisation and silt accumulation. A pilot, undertaken in a village 10 kilometres from the city, has already rejuvenated four lakes and their accompanying ecosystems","Visakhapatnam Metropolitan Region Development Authority has embarked upon an ambitious project to revive waterbodies under its jurisdiction that had been lost owing to urbanisation and silt accumulation. A pilot, undertaken in a village 10 kilometres from the city, has already rejuvenated four lakes and their accompanying ecosystems",MediaStack,,1,"Back from the dead, Vizag waterbodies piece together a fragile ecology Visakhapatnam Metropolitan Region Development Authority has embarked upon an ambitious project to revive waterbodies under its jurisdiction that had been lost owing to urbanisation and silt accumulation. A pilot, undertaken in a village 10 kilometres from the city, has already rejuvenated four lakes and their accompanying ecosystems"
HMDA to distribute one lakh clay Ganesh idols at 34 locations,"This year, the HMDA is making arrangements to distribute one lakh clay Ganesh idols, eight inches in height, at 34 locations, for an eco-friendly Ganesh Chathurthi","This year, the HMDA is making arrangements to distribute one lakh clay Ganesh idols, eight inches in height, at 34 locations, for an eco-friendly Ganesh Chathurthi",MediaStack,,1,"HMDA to distribute one lakh clay Ganesh idols at 34 locations This year, the HMDA is making arrangements to distribute one lakh clay Ganesh idols, eight inches in height, at 34 locations, for an eco-friendly Ganesh Chathurthi"
Tour bus rollover kills 5 on interstate highway in western New York,"The state police said that the driver apparently became distracted, lost control and overcorrected before the bus went into the right shoulder and flipped over shortly","The state police said that the driver apparently became distracted, lost control and overcorrected before the bus went into the right shoulder and flipped over shortly",MediaStack,,1,"Tour bus rollover kills 5 on interstate highway in western New York The state police said that the driver apparently became distracted, lost control and overcorrected before the bus went into the right shoulder and flipped over shortly"
"Worked In Tile Factory & Earned Rs 35 A Day, This Cricketer Became India's Unsung Hero Of 2011 World Cup: The Inspiring Story Of... - News18","Worked In Tile Factory & Earned Rs 35 A Day, This Cricketer Became India's Unsung Hero Of 2011 World Cup: The Inspiring Story Of...&nbsp;&nbsp;News18","Worked In Tile Factory & Earned Rs 35 A Day, This Cricketer Became India's Unsung Hero Of 2011 World Cup: The Inspiring Story Of...&nbsp;&nbsp;News18",MediaStack,,1,"Worked In Tile Factory & Earned Rs 35 A Day, This Cricketer Became India's Unsung Hero Of 2011 World Cup: The Inspiring Story Of... - News18 Worked In Tile Factory & Earned Rs 35 A Day, This Cricketer Became India's Unsung Hero Of 2011 World Cup: The Inspiring Story Of...&nbsp;&nbsp;News18"
"Delhi police team visits Rajkot, questions five in CM Rekha Gupta attack case",Sakaria has been booked on charges of attempted murder,Sakaria has been booked on charges of attempted murder,MediaStack,,1,"Delhi police team visits Rajkot, questions five in CM Rekha Gupta attack case Sakaria has been booked on charges of attempted murder"
"Sergio Gor, Donald Trump’s close political aide, named next U.S. ambassador to India","Mr. Gor, who is currently the director of the White House Presidential Personnel Office, will remain in that position until his confirmation, Mr. Trump said","Mr. Gor, who is currently the director of the White House Presidential Personnel Office, will remain in that position until his confirmation, Mr. Trump said",MediaStack,,1,"Sergio Gor, Donald Trump’s close political aide, named next U.S. ambassador to India Mr. Gor, who is currently the director of the White House Presidential Personnel Office, will remain in that position until his confirmation, Mr. Trump said"
"MCD to enforce SC’s revised stray dog order, says Mayor; RWAs and NGOs await clarity","MCD to enforce SC’s revised stray dog order, says Mayor; RWAs and NGOs await clarity","MCD to enforce SC’s revised stray dog order, says Mayor; RWAs and NGOs await clarity",MediaStack,,1,"MCD to enforce SC’s revised stray dog order, says Mayor; RWAs and NGOs await clarity MCD to enforce SC’s revised stray dog order, says Mayor; RWAs and NGOs await clarity"
Delhi HC upholds family court order denying divorced woman’s claim on in-laws’ property,Delhi HC upholds family court order denying divorced woman’s claim on in-laws’ property,Delhi HC upholds family court order denying divorced woman’s claim on in-laws’ property,MediaStack,,1,Delhi HC upholds family court order denying divorced woman’s claim on in-laws’ property Delhi HC upholds family court order denying divorced woman’s claim on in-laws’ property
Biometric systems at JNU library draw ire of students,Biometric systems at JNU library draw ire of students,Biometric systems at JNU library draw ire of students,MediaStack,,1,Biometric systems at JNU library draw ire of students Biometric systems at JNU library draw ire of students
"Coimbatore Unlimited 3.0 | Tamil Nadu has huge potential for development of integrated townships, say panellists","While investors look at tier-one cities to fund development of integrated townships, the scope is more in tier-two cities as land is available in the suburban areas, they say","While investors look at tier-one cities to fund development of integrated townships, the scope is more in tier-two cities as land is available in the suburban areas, they say",MediaStack,,1,"Coimbatore Unlimited 3.0 | Tamil Nadu has huge potential for development of integrated townships, say panellists While investors look at tier-one cities to fund development of integrated townships, the scope is more in tier-two cities as land is available in the suburban areas, they say"
Five CRPF personnel to form proximate security ring around Delhi CM,Five CRPF personnel to form proximate security ring around Delhi CM,Five CRPF personnel to form proximate security ring around Delhi CM,MediaStack,,1,Five CRPF personnel to form proximate security ring around Delhi CM Five CRPF personnel to form proximate security ring around Delhi CM
Mayor flags off ‘Mosquito Terminator Train’ to curb vector-borne diseases,Mayor flags off ‘Mosquito Terminator Train’ to curb vector-borne diseases,Mayor flags off ‘Mosquito Terminator Train’ to curb vector-borne diseases,MediaStack,,1,Mayor flags off ‘Mosquito Terminator Train’ to curb vector-borne diseases Mayor flags off ‘Mosquito Terminator Train’ to curb vector-borne diseases
First Pravasi Rajasthani Diwas to be observed with global investors’ meet,First Pravasi Rajasthani Diwas to be observed with global investors’ meet,First Pravasi Rajasthani Diwas to be observed with global investors’ meet,MediaStack,,1,First Pravasi Rajasthani Diwas to be observed with global investors’ meet First Pravasi Rajasthani Diwas to be observed with global investors’ meet
Souharda Coop. Bill passed in Legislative Council,Souharda Coop. Bill passed in Legislative Council,Souharda Coop. Bill passed in Legislative Council,MediaStack,,1,Souharda Coop. Bill passed in Legislative Council Souharda Coop. Bill passed in Legislative Council
Justice Department issues transcripts of interviews with Jeffrey Epstein’s ex-girlfriend Ghsilaine Maxwell,The disclosure represents the latest Trump administration effort to repair self-inflicted political wounds after failing to deliver on expectations that its own officials had created through conspiracy theories,The disclosure represents the latest Trump administration effort to repair self-inflicted political wounds after failing to deliver on expectations that its own officials had created through conspiracy theories,MediaStack,,1,Justice Department issues transcripts of interviews with Jeffrey Epstein’s ex-girlfriend Ghsilaine Maxwell The disclosure represents the latest Trump administration effort to repair self-inflicted political wounds after failing to deliver on expectations that its own officials had created through conspiracy theories
Karnataka’s financial burden due to indiscipline spend of erstwhile BJP govt and cut in Central funding and not guarantees: CM,He describes guarantee schemes as development schemes that have helped increase the State’s per capita income,He describes guarantee schemes as development schemes that have helped increase the State’s per capita income,MediaStack,,1,Karnataka’s financial burden due to indiscipline spend of erstwhile BJP govt and cut in Central funding and not guarantees: CM He describes guarantee schemes as development schemes that have helped increase the State’s per capita income
"With storm water drains remaining above OMR, flooding could happen this year too!","With storm water drains remaining above OMR, flooding could happen this year too!","With storm water drains remaining above OMR, flooding could happen this year too!",MediaStack,,1,"With storm water drains remaining above OMR, flooding could happen this year too! With storm water drains remaining above OMR, flooding could happen this year too!"
"Automation will not obviate the need for experts, says Minister Palanivel Thiaga Rajan","Automation will not obviate the need for experts, says Minister Palanivel Thiaga Rajan","Automation will not obviate the need for experts, says Minister Palanivel Thiaga Rajan",MediaStack,,1,"Automation will not obviate the need for experts, says Minister Palanivel Thiaga Rajan Automation will not obviate the need for experts, says Minister Palanivel Thiaga Rajan"
Man electrocuted when he stepped into stagnated rain water in Injambakkam,Man electrocuted when he stepped into stagnated rain water in Injambakkam,Man electrocuted when he stepped into stagnated rain water in Injambakkam,MediaStack,,1,Man electrocuted when he stepped into stagnated rain water in Injambakkam Man electrocuted when he stepped into stagnated rain water in Injambakkam
